prep_delay_min,pickup_delay_min,travel_delay_min,route_deviation_km,stationary_time_min,zone_late_percentage,zone_average_delay_min,source_dataset,source_row_id,split,scenario,fault_party,expected_delivery_time_min,source_delivery_time_min,label_origin
38.15061741640236,,-6.956808284164697,0.18472412515632758,0.0,3.6320244199273133,0.654055911257208,kaggle_synthetic,ORD031485,test,MERCHANT,MERCHANT,92.64457353779872,88,synthetic_scenario
-1.2931233437269554,1.5401631770681454,47.879523598793654,3.510703962816349,14.534415116171257,16.902526426128333,0.038469355412522166,kaggle_synthetic,ORD031485,test,RIDER,RIDER,92.64457353779872,88,synthetic_scenario
4.5173449509454215,5.052673267676136,28.208654103962115,0.2055210882705506,9.81361546133482,85.3590466056186,32.14621809544899,kaggle_synthetic,ORD031485,test,EXTERNAL,EXTERNAL,92.64457353779872,88,synthetic_scenario
0.5689395017551564,0.0,-3.70637443931036,0.0,2.430463818179196,16.817906777062646,1.7350779728764572,kaggle_synthetic,ORD031485,test,NEITHER,NEITHER,92.64457353779872,88,synthetic_scenario
37.175090919141915,3.985200948650879,-4.341127508187548,0.0,0.03740248986901862,5.256509139129611,1.303341051690745,kaggle_synthetic,ORD025765,test,MERCHANT,MERCHANT,56.83632039234742,54,synthetic_scenario
-1.2714727767933778,3.7050870805001006,41.47038179446986,3.1072370865224697,26.447465069080298,1.2630596825889577,2.806620562326859,kaggle_synthetic,ORD025765,test,RIDER,NEITHER,56.83632039234742,54,synthetic_scenario
-1.9470965827191102,0.0,,0.06437780815975264,7.061094500245251,40.95526449039825,29.230880034254625,kaggle_synthetic,ORD025765,test,EXTERNAL,EXTERNAL,56.83632039234742,54,synthetic_scenario
-1.4583092420053805,1.9663736502227394,5.373857159481572,0.29777843707233664,,2.881495786281962,1.4487507470884085,kaggle_synthetic,ORD025765,test,NEITHER,NEITHER,56.83632039234742,54,synthetic_scenario
32.258603072926384,6.288349115389785,3.4617147427862403,0.18117182543940655,0.11117958835310782,13.31487387177473,0.05454767200738764,kaggle_synthetic,ORD012672,test,MERCHANT,MERCHANT,77.13498124386778,73,synthetic_scenario
0.4239380774685791,2.8504724208006,34.12871211173085,2.7221368084131923,21.389574365692066,17.153679101774294,0.538763456571969,kaggle_synthetic,ORD012672,test,RIDER,RIDER,77.13498124386778,73,synthetic_scenario
-3.3150529416841987,1.2595970777078074,23.418571604710586,0.26153054839294226,9.830233856954337,88.61165322455388,24.71415343571639,kaggle_synthetic,ORD012672,test,EXTERNAL,EXTERNAL,77.13498124386778,73,synthetic_scenario
2.030592050386715,1.4913944243473014,3.5185059636602007,0.0,1.5102324594002459,6.086672050214263,2.8939248920066794,kaggle_synthetic,ORD012672,test,NEITHER,NEITHER,77.13498124386778,73,synthetic_scenario
19.84314469879653,4.812022415132251,-1.263713970172354,0.2069904510749129,0.7641268678569979,6.394454675141313,1.6534315626093536,kaggle_synthetic,ORD014085,test,MERCHANT,MERCHANT,68.88500762641938,67,synthetic_scenario
-2.2536742846574827,0.0,35.08567258514988,2.6279898696601633,13.59546528308855,12.703673975783731,1.1876256636261266,kaggle_synthetic,ORD014085,test,RIDER,RIDER,68.88500762641938,67,synthetic_scenario
-1.1352906424765763,1.1694424433861341,20.923741103529004,0.06538086473486855,3.2082603377475367,68.40045315545545,16.92607865236447,kaggle_synthetic,ORD014085,test,EXTERNAL,EXTERNAL,68.88500762641938,67,synthetic_scenario
2.841990853088086,1.79248078804319,-0.6971752125893639,,,2.5708281683465226,1.6673410745631227,kaggle_synthetic,ORD014085,test,NEITHER,NEITHER,68.88500762641938,67,synthetic_scenario
32.41886602593496,3.3923516837991556,0.9886152258079528,0.30728868467772286,3.286268190019216,0.4700312131965849,,kaggle_synthetic,ORD046334,test,MERCHANT,MERCHANT,51.00709090748779,53,synthetic_scenario
-0.14925246554689392,0.8940007476319719,33.59391410288729,2.1387597081413423,25.60206953989757,7.44102268000554,2.5256585695246487,kaggle_synthetic,ORD046334,test,RIDER,RIDER,51.00709090748779,53,synthetic_scenario
-2.282447324658534,4.882554895586624,28.852022280401258,0.11635778043989804,,96.59774481170116,20.815962299550186,kaggle_synthetic,ORD046334,test,EXTERNAL,EXTERNAL,51.00709090748779,53,synthetic_scenario
-1.2084589026341646,2.6548332909332744,0.5691532979292908,,0.8931988618567879,17.530801685123343,1.6294501261341439,kaggle_synthetic,ORD046334,test,NEITHER,NEITHER,51.00709090748779,53,synthetic_scenario
39.079872838600444,5.4886437346144,-6.9187563719374126,0.18974118007526314,2.053986914774169,0.6846430099393186,1.7085397751773161,kaggle_synthetic,ORD001648,test,MERCHANT,MERCHANT,101.74604315644928,113,synthetic_scenario
0.3238581945868204,,40.81547220951899,3.410175223934487,27.883795833172005,15.268957879221679,2.002469615148119,kaggle_synthetic,ORD001648,test,RIDER,RIDER,101.74604315644928,113,synthetic_scenario
-2.286665460529316,1.98043611547699,35.18108657815461,0.17987525796411724,6.162456092072995,73.23892997447258,40.59176392347051,kaggle_synthetic,ORD001648,test,EXTERNAL,EXTERNAL,101.74604315644928,113,synthetic_scenario
20.46074865234435,2.068140222675847,,0.0,,8.474757395665774,0.6892384404008828,kaggle_synthetic,ORD001648,test,NEITHER,NEITHER,101.74604315644928,113,synthetic_scenario
27.161873476263594,5.125451017680268,-0.6116723410480558,0.0,1.699363517124545,10.678082596172409,1.364037598140837,kaggle_synthetic,ORD020466,test,MERCHANT,MERCHANT,52.094928139436725,58,synthetic_scenario
-1.2633672861906282,0.18823037501129058,32.23510314630985,2.9425261607151247,19.037122574298333,12.829832274341685,1.4179858126235456,kaggle_synthetic,ORD020466,test,RIDER,RIDER,52.094928139436725,58,synthetic_scenario
-0.37502096003568935,4.2983087570923955,18.12555250188122,0.356527974966306,5.1279614902477615,49.43194426131314,14.573437190228866,kaggle_synthetic,ORD020466,test,EXTERNAL,EXTERNAL,52.094928139436725,58,synthetic_scenario
2.737678616197491,1.3740322563047977,0.2074337618214394,0.15817631997136744,1.8156640077591135,9.070163692675054,0.15403287265873677,kaggle_synthetic,ORD020466,test,NEITHER,NEITHER,52.094928139436725,58,synthetic_scenario
46.34893761981195,3.0523361781172325,-1.157360518076616,0.0,0.0,10.805684512121207,1.0599343970716129,kaggle_synthetic,ORD035778,test,MERCHANT,MERCHANT,167.7858439642613,161,synthetic_scenario
-4.7964931533430875,2.9425844634937306,42.01137311078032,2.9324262702228188,16.094914701078118,9.842670060913086,2.743905593915438,kaggle_synthetic,ORD035778,test,RIDER,RIDER,167.7858439642613,161,synthetic_scenario
1.9865891826147655,3.4203024960679462,35.375072671575616,0.0,4.243956645929676,81.93105417950632,,kaggle_synthetic,ORD035778,test,EXTERNAL,EXTERNAL,167.7858439642613,161,synthetic_scenario
-0.09808887729937166,3.30150940141115,4.36599352623721,0.0,3.133198340719027,13.955761377812399,,kaggle_synthetic,ORD035778,test,NEITHER,NEITHER,167.7858439642613,161,synthetic_scenario
21.279364634253476,3.2812096956864485,1.0982028638896575,0.03134167765087882,1.100106070020356,4.521235773222431,1.2447581535476027,kaggle_synthetic,ORD013366,test,MERCHANT,MERCHANT,76.60176268176421,77,synthetic_scenario
1.153394881673488,4.402164129304735,39.43315410305157,3.036892603493154,18.161883470452416,1.1050449394881696,2.850214563034084,kaggle_synthetic,ORD013366,test,RIDER,RIDER,76.60176268176421,77,synthetic_scenario
-2.308412468200904,2.2976668926779937,11.556314293331766,0.15047418079117122,10.781309076433264,47.60711334074896,16.75653169998026,kaggle_synthetic,ORD013366,test,EXTERNAL,EXTERNAL,76.60176268176421,77,synthetic_scenario
0.003127638205737081,4.44467981670827,2.4047257828457487,0.0,0.39382814457406135,5.417442075887221,0.9133977101474001,kaggle_synthetic,ORD013366,test,NEITHER,NEITHER,76.60176268176421,77,synthetic_scenario
25.8066741574519,1.7465580159277772,0.47633996609208684,0.04152435189633456,1.6735776204377253,11.131660143160572,0.2710981304182434,kaggle_synthetic,ORD022123,test,MERCHANT,MERCHANT,71.81759539711969,72,synthetic_scenario
0.9760484954912457,3.6197088692596004,55.07673727224808,2.998305443938657,26.172326877098282,9.731445537901688,2.7505491901560513,kaggle_synthetic,ORD022123,test,RIDER,RIDER,71.81759539711969,72,synthetic_scenario
0.7363669121760307,6.159154454836113,26.56073253912317,0.0,1.9360904426718604,33.381938849105794,24.50735766230572,kaggle_synthetic,ORD022123,test,EXTERNAL,EXTERNAL,71.81759539711969,72,synthetic_scenario
-0.7244195790550703,3.5082249678072976,5.470417633402896,0.05742390605869929,1.659757951490589,17.6777297406658,,kaggle_synthetic,ORD022123,test,NEITHER,NEITHER,71.81759539711969,72,synthetic_scenario
19.836558162035473,,-4.174490048888273,0.40815296744825763,3.117033507481833,12.282654780560978,1.666799930536159,kaggle_synthetic,ORD032292,test,MERCHANT,MERCHANT,70.95087329033035,73,synthetic_scenario
0.06350694181266583,1.1460036362753994,,2.4685517829064016,15.487275421254257,0.23992668105217652,2.5654972997354526,kaggle_synthetic,ORD032292,test,RIDER,RIDER,70.95087329033035,73,synthetic_scenario
1.7960337120683971,0.26949398224687626,11.622018138629956,0.12747378108155483,7.880955028778254,82.49572876311632,16.12195417977732,kaggle_synthetic,ORD032292,test,EXTERNAL,EXTERNAL,70.95087329033035,73,synthetic_scenario
9.71727238349946,1.8160080318084206,-3.3718735726057933,0.20592381848966151,2.9841121967436455,6.4455825180085355,,kaggle_synthetic,ORD032292,test,NEITHER,NEITHER,70.95087329033035,73,synthetic_scenario
27.872521563398067,5.304119128811326,1.45762110779764,,1.9714774937235147,1.560264744394499,2.81566101992868,kaggle_synthetic,ORD040715,test,MERCHANT,MERCHANT,57.019218205049555,50,synthetic_scenario
1.2189332572239677,0.94942599112147,28.898304561974122,1.3061607907286044,15.394441248203773,14.062381268965797,1.108085974863549,kaggle_synthetic,ORD040715,test,RIDER,RIDER,57.019218205049555,50,synthetic_scenario
-0.6650276606464174,4.457896603556045,23.668932472470672,0.2464618527531069,5.298522205390601,79.64219584730427,19.85115884872287,kaggle_synthetic,ORD040715,test,EXTERNAL,EXTERNAL,57.019218205049555,50,synthetic_scenario
1.1015043541050538,3.0652978917496494,-0.2266284961681353,0.05308321970193234,1.1328717064570624,10.343385916864916,1.6068882744013875,kaggle_synthetic,ORD040715,test,NEITHER,NEITHER,57.019218205049555,50,synthetic_scenario
32.71700956840305,1.1139073983073309,13.705529577948976,0.09437418138899731,,2.7872410128524803,2.269858015778653,kaggle_synthetic,ORD015762,test,MERCHANT,EXTERNAL,51.989318842821184,45,synthetic_scenario
